thr,f1,mae_onset,mae_recov,skill_onset,skill_recov,composite,recall
0.5700000000000001,0.5563093622795116,18.52,19.457142857142856,0.0,0.0,0.18543645409317053,0.3904761904761905
0.58,0.5566870332654447,18.52,19.457142857142856,0.0,0.0,0.18556234442181488,0.3904761904761905
0.59,0.5547246770904147,18.572380952380954,19.50952380952381,0.0,0.0,0.1849082256968049,0.38857142857142857
0.6,0.5547246770904147,18.572380952380954,19.50952380952381,0.0,0.0,0.1849082256968049,0.38857142857142857
0.61,0.5537414965986395,18.6,19.537142857142857,0.0,0.0,0.18458049886621317,0.38761904761904764
0.62,0.5521472392638037,18.656190476190478,19.584761904761905,0.0,0.0,0.18404907975460125,0.38571428571428573
0.63,0.5521472392638037,18.656190476190478,19.584761904761905,0.0,0.0,0.18404907975460125,0.38571428571428573
0.64,0.5525238744884038,18.656190476190478,19.584761904761905,0.0,0.0,0.18417462482946792,0.38571428571428573
0.65,0.5525238744884038,18.656190476190478,19.584761904761905,0.0,0.0,0.18417462482946792,0.38571428571428573
0.66,0.5505464480874317,18.71142857142857,19.636190476190475,0.0,0.0,0.18351548269581056,0.3838095238095238
0.67,0.546328071379547,18.847619047619048,19.765714285714285,0.0,0.0,0.18210935712651566,0.379047619047619
0.68,0.546328071379547,18.847619047619048,19.765714285714285,0.0,0.0,0.18210935712651566,0.379047619047619
0.6900000000000001,0.5453296703296703,18.875238095238096,19.78952380952381,0.0,0.0,0.18177655677655677,0.3780952380952381
0.7000000000000001,0.5443298969072164,18.902857142857144,19.815238095238094,0.0,0.0,0.18144329896907216,0.37714285714285717
0.71,0.5423262216104611,18.95809523809524,19.865714285714287,0.0,0.0,0.18077540720348703,0.37523809523809526
0.72,0.5376641326883207,19.1,19.99047619047619,0.0,0.0,0.17922137756277357,0.37047619047619046
0.73,0.5356401384083045,19.156190476190478,20.043809523809525,0.0,0.0,0.17854671280276815,0.36857142857142855
0.74,0.5336105336105336,19.212380952380954,20.096190476190475,0.0,0.0,0.17787017787017786,0.36666666666666664
0.75,0.526829268292683,19.410476190476192,20.26952380952381,0.0,0.0,0.175609756097561,0.36
0.76,0.4470588235294118,21.486666666666668,22.194285714285716,0.0,0.0,0.14901960784313725,0.2895238095238095
0.77,0.4470588235294118,21.486666666666668,22.194285714285716,0.0,0.0,0.14901960784313725,0.2895238095238095
0.78,0.445916114790287,21.515238095238097,22.221904761904764,0.0,0.0,0.14863870493009565,0.2885714285714286
0.79,0.445916114790287,21.515238095238097,22.221904761904764,0.0,0.0,0.14863870493009565,0.2885714285714286
0.8,0.4424778761061947,21.599047619047617,22.296190476190475,0.0,0.0,0.14749262536873156,0.2857142857142857
0.81,0.44132841328413286,21.626666666666665,22.32190476190476,0.0,0.0,0.14710947109471095,0.28476190476190477
0.8200000000000001,0.4401772525849335,21.654285714285713,22.345714285714287,0.0,0.0,0.1467257508616445,0.2838095238095238
0.8300000000000001,0.43902439024390244,21.68190476190476,22.373333333333335,0.0,0.0,0.14634146341463414,0.28285714285714286
